Type,Simulation,case,tau_setup,lossValue,predictionAccuracy,avg_tau,stddev_tau,avg_each_local,stddev_each_local,avg_each_global,stddev_each_global,avg_betaAdapt,stddev_betaAdapt,avg_deltaAdapt,stddev_deltaAdapt,avg_rhoAdapt,stddev_rhoAdapt,total_time_recomputed
distributed,1,1,50,0.235098186,0.8639,49.80083857,14.09346836,0.012329573,0.002987476,0.113042376,0.049595002,nan,nan,nan,nan,nan,nan,14.8282219
distributed,1,1,70,0.240685146,0.8594,69.41932169,17.18474776,0.01276639,0.001863678,0.1444808,0.062578147,nan,nan,nan,nan,nan,nan,15.00391147
distributed,1,1,100,0.245123334,0.8544,97.90841121,27.91902975,0.013086574,0.000590432,0.106679238,0.056653869,nan,nan,nan,nan,nan,nan,15.23097402
distributed,1,2,-1,0.224383337,0.8752,98.35756385,45.48973022,0.013670696,0.002840472,0.122970555,0.045135231,1.00E-05,0,5.64E-17,3.01E-17,0,0,15.04589514
distributed,1,2,1,0.249052008,0.8417,1,0,0.012997571,0.00718115,0.141597718,0.047569288,nan,nan,nan,nan,nan,nan,15.15033832
distributed,1,2,2,0.234433438,0.8549,1.989473684,0.142826138,0.012342294,0.004828659,0.132843665,0.046852324,nan,nan,nan,nan,nan,nan,15.10125043
distributed,1,2,3,0.230867849,0.8623,2.984251969,0.3014298,0.01345817,0.004116378,0.134357853,0.049532821,nan,nan,nan,nan,nan,nan,14.965374
distributed,1,2,5,0.227386044,0.8639,4.977900552,0.648648649,0.012869777,0.003083577,0.142749802,0.047022993,nan,nan,nan,nan,nan,nan,15.17930254
distributed,1,2,7,0.226061272,0.8675,6.962025316,0.796969686,0.01331488,0.002709145,0.127533328,0.055974747,nan,nan,nan,nan,nan,nan,15.07478397
distributed,1,2,10,0.224639164,0.8717,9.968421053,1.176463594,0.012866593,0.002915259,0.134083502,0.051464725,nan,nan,nan,nan,nan,nan,15.22661306
distributed,1,2,20,0.223727855,0.8719,19.8489011,3.63843746,0.013441007,0.002310452,0.139655407,0.042762639,nan,nan,nan,nan,nan,nan,14.89583524
distributed,1,2,30,0.224003328,0.8755,29.84659746,5.23036009,0.01302398,0.001611162,0.124784434,0.040506409,nan,nan,nan,nan,nan,nan,14.89651698
distributed,1,2,50,0.223064715,0.8742,49.29247312,11.39517442,0.013566622,0.001932564,0.137399965,0.061471288,nan,nan,nan,nan,nan,nan,14.97211469
distributed,1,2,70,0.222881462,0.8744,68.93206793,19.96236694,0.012751694,0.000825889,0.119135857,0.055536499,nan,nan,nan,nan,nan,nan,14.77704539
distributed,1,2,100,0.223564524,0.8761,99.80239521,36.89512163,0.013646382,0.000850069,0.143693553,0.043806022,nan,nan,nan,nan,nan,nan,15.16759925
distributed,1,3,-1,0.228052742,0.8674,8.743083004,2.87272088,0.012794273,0.002687665,0.128026644,0.053376533,15.07870535,2.674212729,1.195181258,0.221865617,0.803344508,0.216725872,14.93553688
distributed,1,3,1,0.244708033,0.8453,1,0,0.013318359,0.006271386,0.121173422,0.050863313,nan,nan,nan,nan,nan,nan,14.92858767
distributed,1,3,2,0.235497232,0.8551,1.989010989,0.14583052,0.014342541,0.004740034,0.134052356,0.046511004,nan,nan,nan,nan,nan,nan,14.93559909
distributed,1,3,3,0.229750775,0.8622,2.985765125,0.287119615,0.012662695,0.003882611,0.120712493,0.052940975,nan,nan,nan,nan,nan,nan,15.01057954
distributed,1,3,5,0.228066409,0.8653,4.978494624,0.640290793,0.012991123,0.003382706,0.136107247,0.048128777,nan,nan,nan,nan,nan,nan,15.19481098
distributed,1,3,7,0.226912899,0.867,6.974522293,1.006594513,0.01329282,0.002876185,0.128687192,0.053626872,nan,nan,nan,nan,nan,nan,15.03340375
